review_id,review_date,exp_date,sent_count,review_month,exp_month,review_body,Aspects,Sentiments,Opinion_Words,review_likes,author_loc,author_country,author_name
Taj_NEU_193,27-Feb-17,Feb-17,9,February,February,"The story behind the construction of Taj is great , the mausoleum is beautiful , but in my opinion it is overestimated a bit , because it is more about the myth around it rather than the Taj itself as an architectural treasure . it is worth to see it once in a lifetime . It was much cleaner than I expected , however the air felt polluted . My experience visiting this attraction was not that good . Maybe partially because I was traveling alone , and it did not seem safe enough . The place is quite crowded , and a lot of locals offer guide services being quite aggressive with their offers . Also they can grab tourists cameras offering to take pictures , and then claim money for that . Beware of things which are not allowed to take with you visiting the Taj - no any food items , pens / pencils , make up stuff , no backpacks . Hope you enjoy your visit to Taj Mahal .","""story behind the construction of Taj"",mausoleum,myth,""architectural treasure"";""once in a lifetime"";It,air;experience;$,safe;place,""guide services"",offers;$;things,""food items"",""pens / pencils"",""make up stuff"",backpacks;""Taj Mahal""","1,1,-1,-1;1;1,-1;-1;$,-1;-1,-1,-1;-1;0,0,0,0,0,0;1;","great,(beautiful,overestimated),$,$;""worth to see"";cleaner,polluted;""not good"";$;""quite crowded"",$,aggressive;$;$,""not allowed"",""not allowed"",""not allowed"",""not allowed"";$",24,"Chisinau, Moldova",Moldova,Anastasia K
Taj_NEU_194,25-Feb-17,Feb-17,7,February,February,"It was not really that special . The build up to get there makes you anticipate something amazing , coupled with the aura around this monument to love ( we were there on Valentines's day , ) . However it is much smaller than expected and when you learn that it was only within the last 100 years that the forest surrounding it was chopped down do you think about how the tourism promotion around it has been building only since the advent of travel for pleasure . Close to , the marble jewelled inlays and carved screens are beautiful works of art , which are more remarkable than the overall building , in fact it is the exquisite attention to tiny details in a big structure that I found more impressive . Mumtaz's tomb itself is just beautiful and is probably ( for me ) the most lovely monument to love , unfortunately no pictures are allowed here ( although some people disregard this ) . The bad thing was the queue at the bottleneck to get in here and the crush round the tomb and screens , an accident waiting to happen . Not sure how you would manage this better but definitely coloured my memories .",,,,249,"Warwickshire, UK",United Kingdom,Ratbag
Taj_NEU_195,24-Feb-17,Jan-17,2,February,January,"We were disapointed , it was too expensive and there are a lot of other beautiful places in Agra . Our favourite - Agra Fort !",,,,24,"Valencia, Spain",Spain,Mehr1990
Taj_NEU_196,22-Feb-17,Feb-17,3,February,February,"While the Taj Mahal is magnificent , it is not a good time to visit due to the scaffolding . The northern part was covered , so was one of the minarets . If the main focus of the India tour is the Taj , I think it is not worth visiting while restoration work is going on .",,,,12,none,none,Uksk05
Taj_NEU_197,21-Feb-17,Feb-17,5,February,February,"Taj Mahal , a symbol of love , one of the wonders of the world . Its architecturally amazing . But the way you reach the monument from your hotel spoils its charm . The Agra city is filled with dirty and filthy roadways and streets . The people and highly indiscipline , untidy and rude .",,,,0,"Coimbatore, Tamil Nadu, India",India,nuttyflyinhigh
Taj_NEU_198,15-Feb-17,Feb-17,6,February,February,"Lovely carvings , the details of the flowers inside are amazing . , But that is pretty much it . Too crowded , even in the morning ( we were waiting in line before it opened ) . You of course you have to go and see it , but do not expect much to do . No food allowed inside ( told to us once we were inside ) . Interesting to read about the history in the museum .",,,,5,"Ringsaker, Norway",Norway,S726PPlisah
Taj_NEU_199,14-Feb-17,Feb-17,3,February,February,"We were a group of 120 persons , bought the tickets and tried to get on a bus with tourists competing for limited spaces , with no palace staff to regulate the bus . After alighting from the bus , there were four queues , one for female tourists , one for male tourists , one for male locals and one for female local , again no staff regulating the queue , resulting patrons crossing each other to get onto the right queue . Too many persons inside made the visit not pleasant , despite the tomb being beautifully built .",,,,29,"Hong Kong, China",China,Yue Wah C
Taj_NEU_200,12-Feb-17,Feb-17,4,February,February,"I was disappointed with the Taj . I think all the hype oversold it and the number of people crowding around detracted from any sense of serenity it may have . it is a great building , classical architecture and perfect in execution but I left feeling somewhat disappointed . If you are going to go , and you should , try to get there very early in the morning just as the door open .",,,,9,London,United Kingdom,Douglas B
Taj_NEU_201,12-Feb-17,Feb-17,5,February,February,"So TAJ MAHAL , the must do list on every indian and foreign traveller . the line was too long on a thursday , but the local guys will arrange a short cut for about 250 Rs a person through the south entrance , no issue , but ensure valid ID with address proof , asthey can create an issue about that . first impressions WOW , what a monument , crowded as usual but worth the effort , the line to get in was sooo long , so if you want to skip it , its fine as you can enjoy it from outside itself . a good 2 to 3 hours will do . Friday its closed .",,,,1,"Bengaluru, India",India,ashokkhurana
Taj_NEU_202,9-Feb-17,,5,February,,It has been the seven wonders of the world but lost it wonderThe palace is been renovated and the marble cleaned to it original state . The cleaning process is taking time and I hope they restore it to the way it was . No photography inside the tomb . The original tomb is buried at the bottom and you can not view it . Just the duplicate ones on the top .,,,,19,none,none,Pat G
Taj_NEU_203,30-Jan-17,Dec-16,32,January,December,"there is nothing I can add about the grandeur of the Taj Mahal itself . it is a true wonder . But I want to write about our experience eschewing private cars and couch tours , and instead taking the Gatimaan Express return train trip from Delhi to Agra for the day . Firstly , the train routinely takes longer than advertised . it is is meant to be a breakthrough train for India , travelling at 160 kph , covering the distance in 100 minutes . A car will take about 3 3.5 hours . But actually in both directions it was closer to 135 minutes . The Exec Chair food and service was generous , but we did not appreciate the multiple requests for tips from the staff . It was not clear what the official tip request was , and what the opportunistic requests were . Nizamuddin train station in Delhi is also a dump . Agra Cantt at least had a semi-rural charm ( cows and monkeys wandering between the stacks of luggage ) . Secondly , even the pre-paid taxi booths at Agra Cantt station are run by the touts ! Having read warnings about the large number of touts greeting the Gatimaan at Agra I thought I was prepared . We got off the train , we brushed off the cacophony of taxi sir ! and guide sir ! requests , and headed straight for the pre-paid taxi booth . In fact , for the last few meters we were led to that booth by the touts , and that was the first warning . The second was that the so called policeman in the booth would not make eye contact , and was wearing what was the same color as a police uniform , but bore little other resemblence . Basically he was a front for the touts . What was meant to be pre-paid soon turned into a post-paid . Here I should have listened to my gut and gone to the official tourist office . Instead I went along with it and we hoped in the taxi with a deal for 1000 rupees for a day of driving around Agra . Then another person hops in , the same tout that guided us to the pre-paid taxi booth , and announces that he is our guide for the day , for a mere 500 rupees extra . We tried to argue that we did not need him , but he said he was necessary because the driver did not speak english , it was him or nothing , and that we had already agreed to the 1000 rupees at least . I asked for his credentials and he showed some dodgy semi-official looking papers . Against my better judgement we took him along , intending to ignore him . Suffice it to say , it was an awkward day and by the end I think he was as sick of us as we were of him . They happily delivered us to Agra for the return trip quite early . Oh , and while the Taj took credit cards ( thankfully with demonetization the Agra fort did not , which led to another expensive trip to a dodgy money exchange joint . All up we got fleeced bad , and I thought I was prepared against it Take a trusted hotel driver from Delhi . Including transport in Delhi to Nizamuddin it will be faster . Or if you really want to take the train , prebook a guide with the official tourist office to meet you on the platform by name .",,,,280,Zurich,Switzerland,DouglasA587
Taj_NEU_204,30-Jan-17,Jan-17,2,January,January,Everything is in symmetry ( except for Shah Jahan's Replica Tomb ) Good weather to visit would be End Jan to March I think . Jan-early feb might be misty due to the cold weather but it would be a nice sweater weather to walk about and would not mind the touristy packed place .,,,,11,"Singapore, Singapore",Singapore,Sahara M
Taj_NEU_205,29-Jan-17,May-16,4,January,May,It is a big area . Prefer to visit in winter season . It is a historical place . super structure built by shahjahan .,,,,24,"Vadodara, India",India,nishashah1979
Taj_NEU_206,28-Jan-17,Jan-17,5,January,January,"It was to be a highlight of our tour - sunrise at the Taj Mahal . And in some ways it was . We arrived at around 6am and joined the queue hopeful that the fog would lift . It did not and was still thick at 10am . It was beautiful but if there is fog , sleep in and visit in the afternoon .","""sunrise at the Taj Mahal"";$;queue,fog;$;fog","1;$;0,0;$;-1","""highlight of the tour"";$;$,$;$;""""it eas beautiful, but if there is fog""",21,"Sydney, Australia",Australia,Rob R
Taj_NEU_207,27-Jan-17,Apr-16,4,January,April,"A beuatiful building . The surroundings , not so much . Also , the journey to get here is def not a joy . But if you are India , go check it out .",,,,9,"Melbourne Beach, Florida",USA,stratt7777
Taj_NEU_208,26-Jan-17,Jan-17,5,January,January,"One of the most prominent sites in the world and a must visit destination ! The moment you step near the monument , you are surrounded by touts selling something or the other . Guides start with a hundred to few hundreds bargaining with you . Too crowded for comfort so I literally ran away from there . But make it a point to visit if you can .",,,,44,"Bengaluru, India",India,Krsna54
Taj_NEU_209,26-Jan-17,Jan-17,2,January,January,"it is nice but not that special as everyone says - its overcrowded , gardens are not well maintained and there is a big discrimination against the foreign tourists - the price difference between the Indians and foreigners is just too big for a visit of a place so overcrowded by Indians who will often push you away because they want to take their nice selfie . if it was so in our country , everyone would complain , .",,,,4,none,none,SarkaH2
Taj_NEU_210,26-Jan-17,May-16,1,January,May,Tajmahal is one of the most famous tourist place in india but nowadays under renovation so needs to be careful while visiiting .,,,,23,"Vadodara, India",India,maulik_shah9978
Taj_NEU_211,22-Jan-17,Dec-16,7,January,December,"Yes is it awesome but you had better have a very well prepared and private guide when seeing this attraction . When we went there were 16 on our tour , the guide did not use a whisperer device so we could barely hear him and some were left behind at times . Unlike other sites in the world there is not any literature available to read . Also , bring your own toilet paper and hand sanitizer as the bathrooms there have neither . There is not lot going on inside and its very crowded , so prepare for pushing and shoving . If you do not get premium ticket the wait can be very long . Great attraction , but for the limited amount of timewe had to spend there , the costs getting there were not justifiable .",,,,70,"Gulf Breeze, Florida",USA,Ima_Cruiser
Taj_NEU_212,19-Jan-17,Jan-17,6,January,January,We went here on New Year's Day . Over 20.000 people were there . Thankfully as none Indians we paid more but did not have to queue . The locals had to queue for hours . There was scaffolding up which apparently has been there for four months . There is no work bring done yet so I think this is bad organising but the management .,,,,35,"Axminster, United Kingdom",United Kingdom,Titman9
Taj_NEU_213,17-Jan-17,Feb-16,5,January,February,"the love mahal , awesome place to visit . but keep the visit to winters . this place becomes a tandoor in summers with all the marble . even more difficult with kids . the shops outside create quite a mess .","place;winters;place,summers,marble;kids;""shops outside""","1;0;-1,-1,-1;-1;-1","awesome;$;$,$,$;difficult;""create quite a mess""",34,"New Delhi, India",India,Amit1998
Taj_NEU_214,17-Jan-17,Jan-17,6,January,January,Of course a visit to Agra would be unthinkable without seeing the Taj . it is beautiful of course . But an hour will suffice . We arrived early via the West gate and spent a most pleasant 15 minutes at the chai stall just before you enter . Lovely man who has run this modest but delightful stand for over 25 years . The best we have had .,,,,7,"Greater London, United Kingdom",United Kingdom,Wendy C
Taj_NEU_215,16-Jan-17,Jan-17,20,January,January,"Yeah , it is beautiful and the architecture is amazing . The huge amount of people everywhere , among other things , takes away a lot from the experience . The parking lot is dirty , confusing and uncontrolled . Ticketing counter and transportation to the Taj itself are super hard to find or figure out . There are random guides and photographers all over constantly trying to help you , charging massive tourist fees . The horse cart rides to get to the grounds are highly dangerous and terrible for the horses , as they are in very poor condition , many are injured , and the handlers are abusive . Our guide said he is seen horses slip and fall on the pavement several times . Vendors are constantly hounding people on the long walk to the grounds . Even the line for security to get into the grounds is a complete mess of people and disorganization , with a complete lack of information available . Once inside , the structures and architecture are surely beautiful . Although much of the main domes was very dirty . Our guide said there is a cleaning process going on all the time , but with all the pollution in the area , they can not clean one section before the other sections are soiled again , leaving a sooty look on the magnificent , naturally white marble . The carvings and semi-precious stone inlaid artwork is truly beautiful , despite this . Would I visit the Taj if I knew then what I know now ? , No , unfortunately . It just was not worth seeing the exploitation and wasting of such a beautiful structure , with so little upkeep and responsibility . Especially at 2000 INR ( about $ 30 ) per person . The Indian government is making such an immense amount of revenue here and not making the effort to clean and restore it , and the local environment . The tourist management and information is poor at best , and the culture immediately outside the Taj complex is dirty , aggressive and abusive to the animals and people . you would think that they would take much better care of the 1 most visited site in India , and it is surroundings , but sadly they have left a bad impression of how the Indian government runs things .",,,,17,"Salisbury, North Carolina",USA,RobinSPH
Taj_NEU_216,15-Jan-17,Dec-16,4,January,December,This was our second visit to the Taj Mahal after 23 years and were quite disappointed as it was extremely crowded and were just rushed ( pushed ) in and out . We could not enjoy it . It really was not worth the visit from Delhi . Would definitely recommend the Akshardham Temple in New Delhi over this any day .,,,,14,"London, England, United Kingdom",United Kingdom,Hins21
Taj_NEU_217,15-Jan-17,Jan-17,7,January,January,"Visited the great Taj several time over the past 30 yrs . This is the 1st time in the past 15 yrs . The crowds are now to large & not managed appropriately . There should be a system in in place to manage the amount of people that are permitted in at any one time , too much pushing & shaving . No order whatsoever . The repairs that have been done are very poor . Sad story for such a great monument .",,,,1,"London, United Kingdom",United Kingdom,Dareindia
Taj_NEU_218,14-Jan-17,Jan-17,2,January,January,"A big disappointment , considering the steep entrance fee , the least that the administration can do is to keep the place clean . It was absolutely filthy , even early in the morning .",,,,0,"Dublin, Ireland",Ireland,Vikas_Sahni
Taj_NEU_219,12-Jan-17,Jan-17,1,January,January,"Though the actual monument is splendid , disappointed to see the poorly maintained fountains with dirty water , not much done to improve surroundings and ambience , one of the minars is under renovation since God knows when , spoiling the backdrop of pictures , visited it in the afternoon , still was extremely crowded with long queues for entry tickets , advisable to go for prior online booking .",,,,8,none,none,544prashants
Taj_NEU_220,12-Jan-17,Dec-16,2,January,December,The experience of the queueing system at 630am with young children is not one I want to repeat any time soon . I would recommend you get a local guide to help you traverse the process and do not go anywhere near the queue yourself .,"experience;""local guide"",queue","0;1,0","$;recommend,$",6,"Dublin, Ireland",Ireland,Dhruba B
Taj_NEU_221,9-Jan-17,Jan-17,4,January,January,To bad it was really foggy . The Taj Mahal is an amazing building with a beautiful garden ! Was special that the Taj Mahal disappeared in the fog ! Would love to see it with a beautiful sunset / sky !,,,,9,"Zevenaar, The Netherlands",Netherlands,Floor87
Taj_NEU_222,8-Jan-17,Aug-16,25,January,August,"From Garguon , it took us about 2-3 hours away to travel to the Taj Mahal , which is located in Agra , New Delhi . It was an interesting bus ride as we navigated amidst the hustle and bustle of weekend Indian life on the busy and somewhat chaotic streets with the occasional cow or two . By the time we arrived at the Taj Mahal gates , it was already about 1 in the afternoon . The bus was parked some distance away from the entrance so as the preserve the pathway that leads up to the Taj Mahal . The moment we got off the bus , we were bombarded by touts eager to sell their wares to tourists . If you are not interested , just ignore them and walk away . Once you start giving them any attention , a whole bunch of them will descend upon you in a somewhat aggressive manner . We were alighted some distance away from the entrance . The pathway was undergoing construction at the time so there was plenty of dust in the air . There were also horse carts at the sides available for hire . The horses seemed overworked and tired ( poor horses ) . The queue to enter the Taj Mahal that day was long but apparently not as ridiculous long as some photos you can find on Google and it was fast moving enough . You pay more if you are not a local , much more . For foreigners , admission fees are 1000 rupees , while locals only pay 40 rupees . There are separate queues for both locals and tourists , and both males and females have their own lines . So in total there were 4 queues ongoing at the same time with crowds of people waiting to enter the Taj Mahal . Once the queue has reached the entrance , you are then checked by security . They literally take out everything in your bag to check and open every pouch or wallet , item by item , which totally defeats the purpose of having to place the bag through the scanner in the first place . Our guide was an interesting one as he shared with us some stories of the Taj Mahal and the history behind it . The Taj Mahal was built out of a kings love for his favorite wife ( who died when she was giving birth to their 14th child ) . It consists of a mosque and a guest house which is an exact replica of the mosque , with gardens between them . The Taj Mahal also contains a mausoleum , where the king and his favorite wife are buried . The mausoleum is made out of white marble inlaid with semi-precious stones such as jade , crystal , lapis lazuli , amethyst and turquoise . Go only because it is a UNESCO World Heritage Site ( 1983 ) and if you are interested in the architecture ( and perhaps history ) . But otherwise , not really worth the trip if it is not your thing .",,,,117,"Singapore, Singapore",Singapore,travelbytez
Taj_NEU_223,6-Jan-17,Dec-16,3,January,December,Although the Taj Mahal is stunning the hoardes of sightseers spoils the experience . Our guide took us the next day across the river and into a small village alongside the Taj gardens which you can pay to go into . This view of the Taj which was a much more peaceful experience as no one else was there and more what we were looking for .,,,,5,"Havelock North, New Zealand",New Zealand,Dale R
Taj_NEU_224,5-Jan-17,Jan-17,1,January,January,"One of the wonders of the world for a continuous period , people from all around the world visit this masterpiece every year and the number keeps on increasing , clean place , also liked the road towards exit area ( purani mandi ) very well lit during evening , .",,,,15,none,none,Manan U
Taj_NEU_225,4-Jan-17,Dec-16,3,January,December,"Guides will surround you like vultures as soon as you step out from your vehicle . Its about a half km walk from the gate to the entrance , and they will accompany you even if you say no The monument is serene from the outside but nothing special on the inside ! One time visit is recommended !",,,,24,none,none,Pradeep H
Taj_NEU_226,2-Jan-17,Jan-17,14,January,January,"The Taj is stunning , no two ways about it . We got there early and got to experience the worst organised ticketing system of any attraction I have ever visited . You have to buy a ticket for the attraction approx 1km from entry to the Taj . There are endless people trying to get you to buy junk / tours off them . Once inside , at 630am , we waited in line for 20 mins ( We were 3rd in line ) the EFTPOS machine was playing up . Once it got working we paid the foreigner fee of 1000 rs . as opposed to the local fee 40 rs . We then had to pay a rickshaw driver to take us to the Guides in the carpark simply start taking you on a tour at cost . We paid 2700 rs . for a guide for about 2-3 hours . He was very knowledgeable and looked after us well I think . The Taj is amazing , but the crowds were not . As foreigners , we were asked to be in countless photos with locals . Our guide said that this was one method of stealing our bags , but I suspect that many of them just wanted to a photo with us as we were different .",,,,7,none,none,Lucas T
Taj_NEU_227,30-Dec-16,Dec-16,5,December,December,Be forewarned that visiting in December you may have difficulty actually seeing the Tomb in all her glory . Best time in December is early morning ! Terrible crowds in the afternoon . Pay for a VIP tour / Guide ! Well worth it !,tomb;$;crowds;guide;$,1;$;-1;0;$,"""in all her glory"";$;terrible;$;$",77,"Madrid, Spain",Spain,AychEssP
Taj_NEU_228,29-Dec-16,Dec-16,6,December,December,"Came at 6.45 , small queue . Opened at 7 and that glorious view down the waterway is not there . A lot of disappointed people . It WAS still beautiful in an eerie and pale way once you got close enough to see it , but the big dome was still invisible at this range ! We are thinking of going back later , but so far it is 10 am and no sign of fog lifting . Check weather and really push guide for honest opinion on whether it may be worth waiting to later in day .","6.45,queue;""glorious view down the waterway"";people;""close enough"",""big dome"";""10 am"",""fog lifting"";$","1,1;-1;-1;1,-1;0,-1;$","$,small;""not there"";""lot of"":disappointed;$,""invisible at this range"";$,$;$",20,Fremantle,Australia,Arrniemac
Taj_NEU_229,28-Dec-16,Dec-16,5,December,December,"Very heavily visited . Went in the morning because we were told we could see it before sunrise however queues and erratic entry did not allow for this . It is a majestic building from afar but up close I would say , meh . Not as grand from up close and inside smaller and less impressive than other visited mosques / tomb . If I had known Agra was such a crapfest of a town and the building was as underwhelming as it was , I would skip it .",,,,20,"Manila, Philippines",Philippines,NB1414
Taj_NEU_230,20-Dec-16,Dec-16,6,December,December,"We went to visit with a group and it is simply stunning ! There are only 2 things that ruined it a bit for me - 1 ) it was overcrowded and 2 ) the treatment od disabled people . We had a girl on a wheelchair in our group and when we bought tickets ( its 40 rupees for locals but 1000 ! rupees for foreigners ) they said it is no problem , but later they would not let her near the mausoleum because , quote - the rubber will damage the marble . When our guide asked for the money back since they will not let her in , they said that thousand rupees is nothing . I do not understand why they have ramps everywhere there if people on wheelchairs are not allowed .",,,,4,"Cork, Ireland",Ireland,mgd_lpt
Taj_NEU_231,19-Dec-16,Dec-16,1,December,December,"The bureaucraxy has killed the place , You got to have your adress proof to buy a ticket , completely crowded with bad crowd management , the polishing is going on on one of the towers , Taj is Taj however , beautiful as always , .",,,,75,"Paris, France",France,Abhinay09
Taj_NEU_232,18-Dec-16,Apr-16,6,December,April,"1 . good weather is important too difficult to explore in sunny day . 2 . Must get audio guide and before hand explore map , no boards or persons to guide you where to go next . 3 . carry your shoes cover , otherwise you have to go barefoot , and leaving your shoes at risk without any safety and deposit .",,,,7,"New Delhi, India",India,Gandharav4ever
Taj_NEU_233,16-Dec-16,Dec-16,4,December,December,"Well , I am glad we visited this wonder of the world however I am still trying to understand why this mosque is SO famous ! Still try to understand what did I miss as I think baby Taj is much prettier than Taj Mahal . I still think everybody should visit it but do not be disappointed like me when you realize that the actual structure is not so different than the photo you have seen before and thought to yourself what is special about this ! Enjoy your trip and make sure you go very early in the morning .",,,,17,"Sacramento, California",USA,Travelerfromwest
Taj_NEU_234,13-Dec-16,Oct-16,7,December,October,"Arguably the most beautiful building in the world , the Taj is a must see attraction in India . The pristine marble sculpture and the inviting stretch of greenery around make quite a spectacle . However , beware of touts , vendors who will haggle to no-limits and unsuspecting guides who will try to pass off as learned about the area . Go on a group trip like Incredible India packages that will take care of your travelling , stay , eating and sight-seeing . Only buy souvenirs off accredited government shops that charge you fairly for genuine products . Also you need to watch for pickpockets . Autumn and spring is best time to visit as winters bring a lot of fog and might not allow you to take pretty pictures .",,,,16,"Bengaluru, India",India,986naving
Taj_NEU_235,4-Dec-16,Dec-16,3,December,December,The area around Taj is like a ghetto . My children got so much scared with the beggars and hawkers . Will never come back to see Taj again .,,,,0,none,none,gaganjyotis
Taj_NEU_236,2-Dec-16,Nov-16,5,December,November,"On arrival i was excited to be where so many thousands have been before , and of course to have your photo taken with the Tal Mahal behind . After taking photo's and posing in gardens we went to the Taj Mahal , well what can i say without offending any body . It was not what i expected yes it is a beautiful building and in good condition considering how long its been there . I was disappointed in that it did not live up to all the hype we have all heard over the years . I personalty would not recommend putting your self out visiting this site , and considering when we went there was a big problem with the indian currency they do not take a card payment which i find astonishing for a place like that .",,,,50,"Essex, United Kingdom",United Kingdom,phil v
Taj_NEU_237,2-Dec-16,Apr-16,2,December,April,"Very average , not in my top 15 for India . Probably a must see , our guide , picked up inside , was the best , guides , will take you to over priced shops outside , tipped our guide 1000 rupee , just for being awesome .",,,,4,none,none,Chris B
Taj_NEU_238,28-Nov-16,Nov-16,8,November,November,The air was very poluted and it took 4 days to clear . do not bother with trying to get to see it early in the morning there really is no difference so sleep in and miss the lines . Foreigners have to pay double the price of locals but it is still an affordable site . You can also take the free open bus to the entrance or simply walk if you do not want to wait the path is well paved . Best time to get your tickets were just after 9am as you miss the morning rush . Be prepared to line up for your tickets and then line up to enter . We could see no real benefit to getting a VIP ticket but maybe because we seemed to have missed the busy-ness . Take water with you as it can be very hot and there is only shade if you go into the gardens .,,,,15,"Auckland Central, New Zealand",New Zealand,RnR_275
Taj_NEU_239,22-Nov-16,Oct-16,5,November,October,"It is one of the sights you have to see , but so does everyone else . Good from my point of view , but not as great as I expected . Having paid the much higher foreign tourist price - you get to bypass the locals queue at the entrance ( small benefit ) and to go up to the platform area around the mausoleum itself ( jumping a huge local queue ) . Make sure you ask if it is not clear or you will queue for a long time . Even so it was busy everywhere when we went , so do not expect that wouldiana moment alone with your thoughts on a marble bench .",,,,159,"Surrey, England",United Kingdom,Dxxxxxx
Taj_NEU_240,22-Nov-16,Nov-16,10,November,November,"The title says it all , you can not but fail to give the Taj Mahal itself five stars but the experience is appallingly managed , the crowds so overwhelming and the security staff so noisy and pushy that what ought to be a beautiful visit is only just short of a disaster . The lines to buy tickets - not lines but crowds shoving and pushing . Rightly cars are banned from a distance around the Taj Mahal to reduce pollution . The bus / golf cart transport system to the Taj Mahal is a disgrace - nothing short of a free for all to get a place on one of the vehicles which are either stopped by waiting crowds as they return or stop randomly instead of ina designated area . And the road to the Taj is alive with polluting tuk-tuks roaming free . Then the crowds at the building all pushing for a good photo opportunity . Crowding the paths with no sense of decorum . Inside the building aggressive security guards continuously blow whistles and physically push the crowd along . Yes , go visit but do not expect the sort of experience you anticipated . As to the local Indian management - it has no idea on how to run visits to one of the iconic sights of the world not just for foreign tourists but for local Indians tourists - surely they must be equally appalled .",,,,124,"Southampton, United Kingdom",United Kingdom,Scorchin
Taj_NEU_241,20-Nov-16,Nov-16,4,November,November,Nothing much to see although we knew that the story behind was fantastic . All semi-precious and precious stones and gold were stolen away . The weather was too bad at that time Very crowded and the entrance fee is very expensive by entering the main building from left and out from right . Couldnt see much in the dark and many people pushing from the back .,,,,106,"Ipoh, Malaysia",Malaysia,auntiedoris
Taj_NEU_242,15-Nov-16,Nov-16,15,November,November,"I could not believe the ordeal to get into the Taj , You have to queue for tickets half a mile away from the East Gate if you are a foreigner . You cannot pay by card , and you must pick up your foot mitts before leaving this remote ticketing centre . You then have to walk past scores of people trying to get you to go in their rickshaws . When you reach the gate you then have to wait for ages while tickets are checked and bags are searched . do not attempt to bring in your travellers day bag with all the bits you normally need , Random things will get confiscated ! Plastic bags , chewing gum , cigarettes , snacks , pens , All at risk from the bag police . Oh and men and women have to queue separately just in case you wanted to chat to your wife as you wait . An hour later we were in ! It was worth the hassle to see the Taj and it is better to soak up the sights with your eyes rather than trying to jostle with the crowds for the perfect picture . What is tragic is the damage the air pollution is doing to it , and the intense stench of the river behind . Agra has a constant stream of visitors paying lots of money into the local economy , GET THE SEWAGE SYSTEM SORTED ! It is such a shame that such a beautiful attraction is being spoilt in this way . You cannot linger about long in parts of the Taj without wanting to get away from the river . Some of the best time we spent there was away from the hubbub in the side gardens . Overall it is obviously a bucket list place but there are lots of other places in India that are far more spectacular !",,,,6,none,none,Rob W
Taj_NEU_243,11-Nov-16,Nov-16,1,November,November,"go early morning at 6 to see the place , try to enter from east gate its more silent gate , you have to go there only because its the taj , nothing else not maintained its mode of earning to local people as this is the second thing after petha ( sweet ) famous about agra , foreigners should visit as its majestic treatment for them at a cost .","place,""east gate"",""local people"",petha,treatment","0,0,0,1,1","$,$,$,""famous at Agra"",majestic",4,none,none,falgunibt
Taj_NEU_244,5-Nov-16,Nov-16,7,November,November,"It is great to see this iconic monument . It is a real shame that the surrounding areas are badly kept , the gardens and fountains do not reflect the status of this building and the entrance system is clearly lacking organisation and formality . What a shame India that the pride has gone from your heart on the things that make you great ! The entrance is 1,000 Rupees actually for foreigners , not the advertise 750 Rupees ! Locals pay a nominal 20 Rupees ! Very hard to understand why this is the case . As a strange twist the toilets are free for foreigners with a charge to locals !","monument;""surrounding areas"",gardens,fountains,building,""entrance system"";things;$;locals;$;toilets,locals","1;-1,-1,-1,1,-1;1;$;0;$;0,0","iconic;""badly kept"",""do not reflect status of this building"",""do not reflect status of this building"",status,""lacking organisation and formality"";""make you great"";$;$;$;$,$",14,"Dubai, United Arab Emirates",United Arab Emirates,matttwilley
Taj_NEU_245,4-Nov-16,Oct-16,9,November,October,"It was always a dream for me to visit a one of the wonders . One of the minar ( pillar ) was being repaired at the time of my visit . I was feeling proud to be at this magnificent structure . As I lined up in the que for reaching to the Taj Mahal floor , I felt ashamed when I saw an elderly person ( in wheel-chair ) not being allowed to take his wheel chair upstairs . The poor fellow with knee problem ( pressumably walked around the taj mahal with support of his son and his wife . The worst part was the family was a foreigner . I felt it was insensitive and in-human of the staff members to not allow the wheel chair . I know they have the cleanliness and safety as their concerns but they must have found have a way out.P.Sprd please visit this place as early as possible , ( i know Indian people are going to hate me for this Original Taj Mahal is not getting getting any younger . Hope they can do something about it .",,,,6,none,none,DarshanM133
Taj_NEU_246,27-Oct-16,Oct-16,21,October,October,"Delhi to Agra on the Gatimaan Express . Very good and took 1h 40 with complimentary food and water . Prepaid auto for 600 for the days . do not let them take you to any shops or restaurants that you have not chosen . They tend to get back handlers . South gate is fine but there is no bag drop . East gate ticket counter is good and has free bag lockers I strongly recommend this in preference . However , The govt golf carts now drop you short of the main east gate so that you have to run the full gauntlet of touts and guides . ( They used to drop you at the gate itself ) . On return they go past the ticket hall and round to the back where you are forced out to face another gauntlet of stalls in some dusty hole behind the ticket office . This is totally unacceptable , especially as they then drive to the front , where you need to actually be . I get a strong feeling that there is an arrangement happening here . In the mausoleum the guards ban photos , unless that is , you throw coins or notes into the central tomb . This is open corruption and will ultimately damage the fabric of the floor . There is no point in insisting that overshoes are worn if this type of behaviour is permitted . All guards that I spoke to about this on site were utterly dismissive . So sad . Definitely avoid the pain of the rickshaw cycle operators and the very unhappy horses and carts . The govt golf cart is the best way to go . So , the site is moving in many ways , but it is desperately sad that disappointing and corrupt practices have been allowed to surface . ASI you need to sort this out .",,,,54,"London, United Kingdom",United Kingdom,dlbUK
Taj_NEU_247,27-Oct-16,Aug-16,8,October,August,As you aware its one of the wonders of the world . It is near to tha Yamuna river . It is made up of white marble . When I saw it and touch it then I feel the art of work and the design they choose . This is o's ome architecture . i love it . I observe the factor of safety is much higher that is why building still as it is . Great trip .,,,,2,none,none,veerRks
