review_id,review_date,exp_date,sent_count,review_month,exp_month,review_body,Aspects,Sentiments,Opinion_Words,review_likes,author_loc,author_country,author_name
Taj_NEG_24,9-Jul-18,Jul-18,1,July,July,"You cannont walk a meter without someone trying to sell you something , its not the come look at my store type , its the stand in front of you , follow you for 5 mins harrasment and it just goes on , the entire time your there , every second .",,,,22,"Oxford, England, United Kingdom",United Kingdom,Peter L
Taj_NEG_25,20-Jun-18,Jun-18,7,June,June,Taj mahal is considered as 1of the wonders of the world and people from all over the world come to see it . At taj entry they have serious checking where not even water bottles are allowed . But inside the taj mahal area they do not even have enough water sources for 5000 + people . People were getting aggressive for just water . Also the entry line was too huge . Almost took 2hrs in line . Govt should at least provide these basic facilities for people .,"""Taj mahal"";""taj entry"",""water bottles"";""inside the taj mahal area"",""water sources"";People,water;""entry line"";line;Govt,""basic facilities""","0;0,0;-1,-1;-1,-1;-1;-1;$,$","$;""serious checking"",$;$,""not even have enough"";aggresive,$;""too huge"";""2hrs"";$,$",1,"Pune, India",India,priyankabhavsar11133
Taj_NEG_26,14-May-18,May-18,9,May,May,"I visited taj after 7 years again . You will not believe how hot taj is in may . Even a chilled water bottle became hot after 20 minutes only . do not pan to visit taj in may as there will a very long que to purchase tickets then again a very very long que to inter then again a security que all in direct exposure of sun . No shop for water bottle inside taj , crores of photographer disturbing you and a long way to reach by foot in hot sweating weather . You might be injured while in que as nobody can relish that heat . Better drop idea to visit Taj in may . Lots of dalal are there to offer you direct entry without que even in presence of police and cisf . My god , terrible experience , .","$;taj,may;$;""taj in may"",""queue to purchase tickets"",""queue to enter"",""security queue"";""exposure of sun"";""shop for water bottle"",""inside taj"",photographers,""reach by foot"",weather;queue,heat;""idea to visit Taj in may"";dalal,entry,police,cisf;experience","$;-1,-1;$;-1,-1,-1,-1,-1;-1,-1,-1,-1;-1,-1;-1;-1,1,-1,-1;-1","$;$,$;$;$,""very long"",""very long"",$,direct;$,$,crores,""long way"",""hot sweating"";$,$;""Better drop"";Lots,direct,$,$;terrible",5,"Lucknow, India",India,Vacation462353
Taj_NEG_64,30-Apr-17,Apr-17,4,April,April,"We expect some targeting of tourists when we visit locations such as the Taj Mahal , but nothing could prepare us for the aggressive nature of the harassment we received before the gates , at the gates and after entering the gates - even though we were traveling as a family . We even encountered individuals within the sacred space of the mosoleum asking us for money . As we attempted to get to the state transfer vehicles , six rickshaws rode in our pathway to block our access . I am afraid that after two full days of travel to see this monument , instead of memories of how beautiful it is - I am left still shaking from unsafe my family felt visiting there .",,,,33,none,none,Kay G
Taj_NEG_65,24-Apr-17,Apr-17,1,April,April,"Very beautiful place it is better to visit very early morning like 6am or 5pm since it is very very hot and humid out there , the ticket price is 1000INR about 15USD for foreigner and you get free bottle of water and shoes cover since it is required to go inside and also you do not fall inline with the locals ( very long line ) We like the place but very badly managed the walls became yellow in stead of the bright white and very dirty around area as wellOpening hours 6am to 7pm except full moon they open for longer period .",,,,38,"Ho Chi Minh City, Vietnam",Vietnam,haithame300-x
Taj_NEG_66,22-Apr-17,Apr-17,25,April,April,"Honestly it amazes me that people are amazed by this . Agra is a DUMP . I would use stronger words , that rhyme with hit-mole , but this is a public forum . And that is being kind . The Taj is cool I guess . But we took a 4 hour plane and a 4 hour car ride from Chennai ( where we were working ) to get here . Absolutely 0 % worth that effort . So many aggressive merchants , beggars , vagrants , etc . There is actual human waste in the streets . And that is the good parts . Inside of the compound ( after an hour line and some comically stupid security later ) it is just ok . A billion tourists with selfie sticks . The inside of the Taj itself is pretty and cool given the age . However , it is under whelming to be honest . I have been to other wonders of the world and this is dead last . You get hustled in and out of the inside by the crush of humans moving through . After being so annoyed and under whelmed we did not end up exploring much . We just left . Agra Fort is a better experience . Less crowds , great views , and fewer drug addicts , pick pockets , and beggers . Honestly I would not wish the Taj Mahal or Agra on my worst enemy . it is a horribly overrated palace experience . Save your money and time and go some place nicer if you want to be amazed and impressed . I am sure some people love the Taj . But I went with 4 people and we all could not wait to get back to Chennai .",,,,97,"Boston, Massachusetts",USA,Brandon D
Taj_NEG_67,20-Apr-17,Apr-17,11,April,April,"Not that exciting . As we have lot of expectations on this tourist attraction , we were slightly upset . No such great sculpture and artwork , except some stone inlay works in few places . it is just huge structure of ordinary marble stone . We will feel the hardships of all the workmen involved in constructing this monument , without having machine aid those days . Cleanliness also not upto the satisfaction . The approach road and the loud speaker noises of other religious petty programs , are really spoiling the mood , even before entering the premises . One part of the Tajmahal is undergoing maintenance / repair work with lot of scaffolding and other civil work materials . The loca people said , this kind of repair work is going on throughout the year . This is really disgusting . We visited on 11th , April , 2017 with families .",,,,39,"Hyderabad, India",India,GksRaja
Taj_NEG_27,18-Mar-18,Mar-18,31,March,March,"I never wrote a review for my first trip but decided it was necessary for this trip . If you are going with a large guided trip then this may not apply to you but as a small group driving your own car , read on . Firstly , get there as EARLY as possible , the crowd explodes around noon and it is not even pleasant near that time for walking inside the Taj Mahal itself . it is 100 rupees to park at the east or west car park , since the entire area is based on symmetry , they are exactly alike and just go to the one closest for you . You will instantaneously be picked up in the park by a team consisting of an electric bike with driver , and a tour guide . They will take you directly to the Taj Mahal entrance from your car if you so choose , for 100-150 rupees . While on the ride , the tour guide will offer you his services and show you his guide ID card with two different prices , one for Indian and one for foreigners 1,200 , and 2,275 rupees respectively . He will likely offer you the Indian price if you are hesitant , and pretty much force you into buying his services . If it is at peak hours , he really will get you through all of the lines quickly but his pitch about the lower price is a flat out lie and when it comes time to pay he will still charge foreigners price and expect a tip for the VIP package . Both times I went I had that exact scenario . The ticket for entry is 1,000 rupees for North Americans , Australians and Europeans , 550 for Asian and South Americans . Plus 10 rupees per person for shoe covers and a bottle of water . You will then proceed to the Royal Gate and have a little story time outside , then go up to the gate for photos , where you will be swarmed with that tour guides photographer friends to sell you their services , and I mean hounded , then upon entering the courtyard you will again be hounded by photographers every step of the way until about midway to Taj Mahal itself . Up to you if you want it , they give photos in a decent little album after your tour is done , also on CD or USB for varying prices starting near 2,000 rupees . Congratulations , you have made it through the hustlers , for now . But inside the Taj Mahal there will be a security guy on the other side of the fence , he will show you how the marble looks with a flashlight and shout your name so you can hear the echo , then he will expect a small tip for his services , we gave 10 rupees and he was okay with it . After finishing the inside tour , hearing the history and seeing the incredible craftsmanship , which is what you actually came for , including the guest house and mosque , the really negative things begin . The tour guide will immediately begin talking up the 17 generations of craftsmen , this is all to get you interested in their sales , which will be friends of his that he has colluded with to make sales . You will depart through a side gate into the workers colony , which is beyond sketchy ( keep you hand on your wallet and phone pockets at all times here ) . The ATM is conveniently located right out the gate and amid hundreds of people from ages 4 to 104 shouting at you to buy their cups or fridge magnets . This is the art of the tour I tried to avoid the second time but the tour guide will have nothing of the sort . He will take you to a shop where they will try to sell you many things made from marble and pretty stones , which are very nice but I paid 100 US dollars for a 2 inch elephant , after haggling . The prices are absolutely unbelievably high . After leaving the shops things get even more sketchy as the route is full of twists , turns and suspicious looking guys pretending to talk on phones while watching your every more , do not stop , do not talk , just go back to your car . After the exit you will arrive right back at the ticket area and will need to buy another ride back to the car park , and pay your guide . When you get back to the car park the hustlers will try everything in their power to get you to buy ANYTHING , all the way to the car , and at your window . Probably a good time to mention that if you parked in an actual parking space , by now you are very likely boxed in by a parallel parked car , which may or may not be in neutral for you to move it and depart . For us it was luckily the former . All in all the place is lovely . But , the hustlers and hagglers , and general pushiness of everyone to get you to buy extras made us extremely frustrated on both ends of the tour . Outside the Taj Mahal afterwards feels like you are swimming in chummed water during Shark Week , and completely ruins the experience .",,,,5,none,none,Cameron F
Taj_NEG_69,12-Mar-17,Feb-17,28,March,February,"ok , so before we went to india , i read some people's negative reviews of the taj and i thought , how is that possible ? but i was overwhelmed and frustrated by our visit . we booked a daytrip from jaipur to see the taj , which included a driver and a guide and stops at a few other places . we arrived around 10am , and the crush of people outside was overwhelming and chaotic , even by indian standards . so many touts and hawkers , and our guide kind of let them attack us , which was not fun . the foreign ticket includes a bottle of water and shoe covers , and the list of what you can bring in is restrictive , so be careful - pack light or leave bags in the car if possible . you will be patted down and walk through a metal detector , and bags will be screened . after getting through the crowd , dealing with hawkers , getting through security , and whatnot , we were already pretty exhausted . then it starts with all the cameramen touts and the tourists - and we were told it was not that busy at the time so i cannot imagine if we had been there at a busy time . our guide was trying to explain how beautiful the building is and that it was built for love , but i just was not buying it - why build it here when she died so far away and already had a tomb ? it seemed to be more about a show of power and wealth , and when i thought of all the chaos , poverty , and desperation outside , and how protected and worshipped this stupid building was , i started to hate being there and just could not see it as beautiful anymore , but as a symbol of everything that was wrong with india - pouring money and jewels into a building while people starve outside . also , whatever else it stands for , it is still a tomb , and the circus-like , consumer-driven atmosphere surrounding it felt wrong . also , our guide kind of took over our camera so we could have the same photos that every other tourist wants i guess - the taj framed in the arch of the entranceway , pretending to hold the top of the tomb - which felt tacky and also limited our personal engagement with experiencing the taj . maybe my line of thinking is unfair - the taj was built a looong time ago , and by people who are no longer in power in india , so maybe its all a moot point , and by paying to see it , im helping those impoverished people . and maybe the guide thought he was being helpful instead of disruptive . i do not know . but i really had a hard time enjoying it or feeling anything positive . it is very small inside the tomb , and the air is rather still , and there are signs to be quiet - but no one is and you are sort of pushed past the replica graves like cattle . it felt claustrophobic and disrespectful . throughout the tour , our guide kept pushing us to go see a marble workshop and learn how they make things like the taj , which was a come on to buy something from a shop he would get a kickback from . i am happy to support local artisans if i want to purchase something , but i did not , so , uncomfortable . the one part i did enjoy was standing on the back of the taj , facing the yamuna river . the river seemed to stretch on forever , and there was a refreshing breeze after the stale air of the inner tomb . also , i had made it through the taj , and it was kind of a relief to know we would be leaving soon . im not going to tell you not to go . maybe im too much of a pessimist to enjoy nice things or was just having a bad day . but i really did not enjoy my visit . i hope you fare better if you decide to go and that this helps you if you are unsure if you want to go .",,,,23,"Baltimore, Maryland",USA,Tracy E
Taj_NEG_70,10-Mar-17,Apr-16,4,March,April,"Can definitely say that this Indian wonder of the world has been ticked off the list ! The craftsmanship involved in building the Taj mahal is truly a piece of art . The marble cuts are so precise and standard , NOT ONE A TINY MISTAKE CAN BE SEEN . Observation - Best to visit in January ( late winter ) and as early as the gates open up as it is jam packed ( you do not get those Bollywood movie pictures ) .",,,,2,"Adelaide, Australia",Australia,Kesharoy
Taj_NEG_71,16-Feb-17,Jan-17,9,February,January,"I saw the Taj Mahal thirty years ago and it took my breath away . I saw it again a week ago with several people who had never seen it and it was almost impossible to enjoy it . The crowds and que were ridiculous . There is one bench to take a picture with the Taj in the background and the professional photographers ( lol ) have people posing in ten positions each so you probably will not want to wait for a chance to snap one yourself . The queue takes you up the stairs and around the Taj back to the entrance . You are so close to it you cannot see it . Inside is another que that circles against the center and you are spit out the entrance . It reminded me of taking the escalators in mexico to see the crying virgin . Also , if you did not realize , January is very foggy so morning viewing is very hit or miss .",,,,60,"San Diego, California",USA,Catherine S
Taj_NEG_72,22-Jan-17,Jan-17,14,January,January,"do not do it . do not do it . do not do it . Unless you have already seen it during the day . But do not waste your time at night . do not get me wrong . The Taj Mahal is the most magnificent building I have ever seen , and well worth a daytime visit . But the full moon thing ? do not do it . Why ? Because they put you through an hour plus of security , frisking , police with machine guns etc only to arrive at the Taj and not be able to get past the gate ! At night , they put up a metal barricade , so you cannot get anywhere near the Taj Mahal . The fountains are shut off , the place is dark and you can only vaguely make out the silhouette of the building through the haze of serious air pollution . do not visit the Taj Mahal under the full moon in the way its currently set up .",,,,37,"Chicago, Illinois",United States of America,jjh2042
Taj_NEG_73,16-Jan-17,Jan-17,20,January,January,"Born in india , i heard about Taj , but could not visit . Moved to USA so many years ago and had chance to see Taj couple weeks ago . What a Scam . Yes , 40 Rupee fee for Local and 500 fee for Forefinger ? 2nd . Guide-None of the guide has proper knowledge , they all have is made up stories . They have no clue of construction . 1st of All there is no Mosque in the world is built near river . 2nd is There is no mosque which has Tombs near them . 3rd is Lotus is not part of any Muslim architecture . Now with all the viewing close for 1st Floor , what you able to see is FAKE tombs on 2nd Floor . you cannot stand for 5 minutes and absorb the beauty of stone work . Constant pushing by people and police , out out out . Smell , lines and selling agents are every where . you cannot walk , traffic just want to run over . Most of surrounding building are closed ! India , what you have done to our Monument zeeeeeeeeeeee its shame . Well for tourist , there are amazing architecture next door , its called akshardham Mandir I am not fan of temple but construction is amazing . At least its free ! and no seller outside ( well inside they are selling their products as usual ) So do not forget to see other architecture too .",,,,17,"New York City, New York",United States of America,majanu
Taj_NEG_28,13-Mar-18,Mar-18,1,March,March,Too busy one of those awful experience of something so famous but not really wort it would not recommend to anyone very tiring .,,,,11,none,none,Lolita C
Taj_NEG_75,31-Dec-16,Oct-16,21,December,October,"- First , you definitely have to bring sunscreen and wear a hat . - The experience of entering Taj Mahal is rather tedious and exhausting . I presume one would hire a driver for the day . The driver will stop you 1 km away from the Taj because that is whe",,,,3800,"Singapore, Singapore",Singapore,TravelQueenie365
Taj_NEG_76,29-Dec-16,Dec-16,3,December,December,Unpleasant experience due to masses of people ( all trying to cram into the inside of the Taj / take selfies at every opportunity ) . Would only go extremely early in the morning to avoid the crowds ( we could not do this as there was severe smog when we were in Agra ) . do not feel bad if you skip it - it is nicer on Google images !,,,,5,none,none,Henrietta F
Taj_NEG_29,5-Mar-18,Feb-18,89,March,February,"On the whole , India has had more disappointing moments than good vibes , As a South African , when I see tourists or have guests , I try to personally help them have a good time . Thankfully , for tourists in sunny SA , that is usually easy to do . Tourists to SA pay the same for services , taxis and experiences as our locals and thankfully , rip-offs are rare . they are also made to feel welcome - you would want them to come back . I am grateful for my experiences and senses here in India nonetheless . Somewhat of a if you have not travelled to India , you have not REALLY travelled-scenario . Perhaps I have high standards and yes , this has been the cheapest holiday ever in terms of food and transport ( even with the numerous unwanted tourist rate hikes but cleanliness and pollution is a bigger negative to India . If I were at a different lifestage , pehaps Id feel different . India never made it onto my travel bucketlist until a good friends wedding invite for her wedding . Then we were told less than a month before our departure that she would not be coming to India after-all , so the reunion plans were also cancelled . We changed our internal flights ( at a fee ) from Amritsar to spend more time in Delhi and Goa , rather than losing more money by cancelling flights and accommodation or being stuck in rural India where the wedding would have been , for 10 days . From day one , the trip became a love / hate expedition . Five days in , until the 2nd day in Goa , it felt more like hard work than a holiday . The scams , haggling and different treatment of tourists - as cash cows - led to a repeated bitter taste compared to the fewer positives ( the food in Delhi was probably of the most flavoursome I have eaten ) . Safe to say that I will not be back in India in a hurry . Not even for a good curry . Even if the postponed wedding becomes a reality . What were the positives - The food and our 5 - star Delhi hotel for the first part of our trip being the two main highlights , there were a few moments like seeing the Taj Mahal and having sundowners with awesome friends on Goan shores that were great . But all the positives except the Taj can be found in other ( more relaxing and cleaner ) holiday destinations . Yes , our pictures are amazing ! We had some great sundowners and lovely sunsets . But often the behind-the-scenes work in creating those positive images were less glamorous . Like the chaos before entering the Taj Mahal with queues , ticket touts , persistent shopkeepers and signage saying that there are free lockers inside the monument , only to be told at the security scanners it is not true - that the guards will confiscate your snacks , books and JBL speaker unless you leave it with one of the persistent shopkeepers and trust that they would give it back to you afterwards . The Polish couple in front of us were just as disappointed that the notebook the girl had written in was not allowed inside . Why ? Its just one of the rules . When we left the Taj , the queues were even longer . Considering we queued for three times the time we spent inside , I was pleased we were first-in and first-out . Like the filthy sleeper train-ride back to Delhi in what felt like a jail cell with barred windows so dirty you could barely see out of them . Like the chaos , litter and rubbish you have to ignore when you make your way to a beautiful 5 - star resort for expensive ( by Indian standards ) sundowners . Perhaps India is not as geared to foreign tourism as South Africa is , perhaps repeat-visits are not encouraged , perhaps the Indian government have not thought about sustainable repeat tourism as an industry to build the economy on . Yes , a few friendly locals crossed our path with advice on what to do not to get ripped off and what the going rate of some things SHOULD be , At our hotel in Goa , Yogesh was the friendliest person we met on our Indian travels - even though we did not book excursions through him , he offered to take my phone to a repair shop and eagerly explained what the items on the repetitive breakfast menu were . What were the biggest negatives - 1 . RipoffsAlthough were savvy travellers and I have travelled extensively , we did not fall foul of the excessive scammers like our seedy taxi driver in Agra who first dropped us at a dodgy hotel then tried to convince us to use his expensive services for the whole day when he pulled to the side of the road in a sidestreet to show us a map and try an elaborate upsell . And the Tourism Office staff in a dodgy side street at Connaught Place in Delhi where they wanted us to cancel our pre-booked train tickets and spend double the time to get to the Taj at double the cost because the ride from Agra station to the monument would take a few hours anyway , when it actually took 20 minutes . But sometimes ripoffs are inevitable when you need a Tuk Tuk late at night and drivers refuse to haggle . You know you are being ripped off before the hotel concierge will laugh and agree at your misfortune , but you just want to get to bed . As a tourist , you must simply be prepared to pay more than locals for anything and everything , unless you go into a supermarket . Or have wifi to order Ubers . Uber is amazing and saved us lots of haggling and destination explanation . You do almost start feeling sorry for the scammers though , because when you see the desperation in traders to sell you something at an inflated price , you realise ( and are sometimes verbally reminded ) of priorities and their livelihood that are at stake . More of a reason to encourage repeat tourism rather than discourage current tourists ? On the beach in Goa , I eventually bought a bracelet for a friend from a tired-looking saleslady - probably exhausted from all the nos of being ignored by tourists on her stint up and down the long beach - and when we discussed having a G&T in her presence , she reminded me that a G&T will cost me three times what I paid for the bracelet and that I should rather give her the money . Reality-check - she probably has many mouths to feed back home and here I only bought one bracelet . Not exactly a ripoff for me , but I felt like Id cheated her out of money even though I supported her . In my run-in with the law in Goa , I was one of a few scooty drivers with a helmet , but still got stopped by the traffic cops ( along with other tourists ) as the locals sped by . Although my drivers licence was fine to hire the bike with , it was not good enough for the traffic officer . I had to then present an Indian-issued international drivers licence out of thin air . I refused to pay a Rs500 bribe so bravely offered to go to the police station with the traffic cop because my drivers licence would not transform into an Indian-issued international drivers licence even if I paid the bribe - and my current licence had been fine in Bali and Thailand too . He then released us . Although many of the potential ripoffs never happened or did not break the bank ( paying Rs1200 for a taxi vs Rs1500 was not going to bankrupt us they were tiring and unnecessary . And if we were not savvy or pushing back and questioning things , they could have cost us more . 2 . ChaosPicture driving on the N1 from Durbanville to Cape Town city centre or the M25 around London . Yes , the congestion is painful and slow especially at rush hour , but cars indicate when changing lanes , mostly keep left and pass right and patiently wait their turn . India is a free-for-all . As long as you can honk your horn , you can drive in the middle of the road and whizz in and out of lanes without checking your blindspot . I am amazed that we did not see more than three accidents . One of which we were involved in - when our taxi drove into the back of a Suzuki Swift throwing us all forward , but the Swift had a protecting metal bar which saved the bumper and we could all proceed after all the bystanders cleared us to proceed on our journey . The impact was hard and I expected a write-off ! You can turn your vehicle without looking for incoming traffic - as long as you hoot . You also have to honk your horn if you stay in your lane so that the vehicles in front of you do not just blindly move in front of you , or so that they know there is something behind them . By vehicles I mean cars , bicycles , taxis , tuktuks , horse-drawn carriages , pedestrians , dogs and the odd cow ( even in central Delhi ) . Perhaps back home were so used to the sound of a horn signalling an imminent accident or dangerous driving , that our stress levels automatically rise when we hear too many hooters . In my experience this holiday , unless you are at an airport , Indians rarely queue , so the night at 10pm when all machines except one ran out of travel tokens on the Metro in Delhi , we had to push to ensure wed eventually get to the front because panic started settling in as to if people would get travel tokens to get home . There was more pushing than at the Taj Mahal when the locals also incorrectly told us we were in the wrong queue . A good side to the chaos was a Delhi Food Tour which took us to dusty Old Delhi where we ate street food at street stalls we would normally have been too scared to eat at . Our guides navigated the streets and chaos for us to ensure we had a good chaotic day at various food stops . 3 . PollutionBlue skies seem a distant memory in India - even in Goa . Constant fires and smog add to the eternal haziness of Delhi and Goa . In the sea , the bathing water is sticky with plastic bags and weird objects floating by . The rust red sand which stains your shoes and nails is apparently from inland mining and construction . The seafood on display in the restaurants does not look appealing and the prawns and calamari I ate were tasteles . Apparently , the seafood quality has deteriorated due to heavily polluted waters and streams and contamination has resulted in todays Goa not having the general appeal of 20 years ago . Perhaps I am spoilt with the seafood we get in SA . Litter lies everywhere and the locals can often be seen dropping their water bottles and plastic wrappers wherever they walk . The beaches are far from being unspoilt with glass and plastic strewn everywhere . Locals do not even dare put their lips onto waterbottles when they drink - it seems that everyone is ultra-careful of getting more germs than necessary in a society where washing your hands with hot soapy water seems to become a luxury for the middle-class . What type of tourists seem to go to Goa - Perhaps a far cry from Goa of 20 years ago , the typical younger foreign tourist visiting Goa today seem to be hippy-types - many dreadlocked , heavily tattooed and multiple body-piercings visitors seemed the order of the day . Otherwise there seemed to be many pensioners ( mostly British or Russian ) who perhaps do not mind the litter and pollution in contrast to the value-for-money deals they could afford here . Or they have been visiting repeatedly , so might not have noticed the deteriorating surroundings over the years . Thick red dust , dirt and grime has not deterred them from coming back from a budget ( but tacky ) destination . Repeat travel - On Wednesday I arrive in Bali for my second visit to Indonesia and I do hope to visit Thailand for a third time next year . I do also still want to visit Vietnam and Cambodia . I came to India with an open mind and am happy to have visited . Perhaps I have high standards and expectations after too many years of travelling . But travelling can never be too much , it opens your eyes so much that you always want to experience more , even with disappointments along the way . Looking forward to the next chapter !",,,,35,"Marsascala, Malta",Malta,JohnT836
Taj_NEG_78,13-Nov-16,Nov-16,1,November,November,Gone first time with friends its not that white like it was earlier repair work is gone on i do not like it like a wonder of the world it was just ok architecture its my personal view .,,,,72,none,none,gauravsaini00
Taj_NEG_79,28-Oct-16,Oct-16,4,October,October,"Taj Mahal , the name itself so heavy , I was expecting it to be the cleanest and most well-maintained monuments of all that I had seen , but to my dismay - The Taj Mahal has one of the most dirtiest and unclean entrances ever . There are many entry points but no boards which lead you to the right place . If UP Tourism is using Taj's name , why not make it better , My experience was pathetic . I had expected Taj to be flawless .",,,,2,none,none,Soham D
Taj_NEG_80,22-Oct-16,Oct-16,21,October,October,"One of the worst experiences we have had in India thus far . We booked Agra bus tickets through a travel agent . The ticket price was 600 RS per person , 1200 in total for up and down . The ticket said it would pick us up from the place near to our New Delhi hotel at 6:15 am . But the bus came around 8ish . Though our tickets was for New Delhi - Agra - New Delhi , the travel agent did not tell us that it would take us to Mathura and Brindabon ( Two pilgrimage sites of Hindus ) . We were so shocked to find out about this ! We could not even see the Taj and Agra fort properly as the bus people only gave an hour to visit ( as they had to run off to those holy places ) . Being a foreigner who has no interest in Hinduism , I along with my family had to visit scary alleys of Mathura and Brindabon at 1AM in the night . What was supposed to be a simple bus ride to see Tajmahal , ended up being a 24 hours of nightmare . I was not the only sufferer , I saw many other foreign tourists who were going through the same nightmare . Tourists need to be aware of such touts while travelling that is why I thought it was necessary to review Taj . So pointers if you want to visit Taj - 1 ) do not go by bus or a travel agent . Bus company have contract with shops for food and souvenirs . They will spend hours in these shops rather than showing you the actual Taj . Best solution - Hire a taxi . it would be expensive , around 6 to 7 thousand rupees but will be worth every penny . 2 ) do not visit on Sunday . it is crowded . 3 ) Security is excessively tight . you are going to have to pay for your handy camera .",,,,2,none,none,Trina M
Taj_NEG_30,4-Mar-18,Feb-18,8,March,February,"I visited the Taj Mahal last week and stayed at the Oberoi at the East gate , so had a view already from my room at the Taj . If you enter the premises with its gardens , the structure is magnificent and shows off at the power of the Mughals who ruled here ages ago . After have taken some pictures from different angles , it was time to get in and then the disapoinment started . There are 2 coffins inside , which you can hardly see and you can walk around . The rest is history . The other buildings on the premises are more interesting to visit . For sure it is not worth the Entrance Fee of ca . 1000 Rupees .",,,,147,"Bangkok, Thailand",Thailand,Jacomo50
Taj_NEG_82,12-Oct-16,Oct-16,5,October,October,"No one we booked with bothered to tell as the Taj is closed Friday's so when we arrived late Thursday night due to leave on the train Saturday 6am we had to rearrange our plan and booked a taxi for Saturday afternoon . On Saturday morning the Taj was closed again - and again no one informed us ! This time got a presidential visit . We returned when it opened at 12:15 and queued forever and then were released into ridiculous crowds making viewing difficult , unpleasant , stressful and unsatisfying . Yes it is beautiful but not worth seeing in this kind of crowd .",,,,3,Sydney,Australia,mskarenduncan
Taj_NEG_83,2-Oct-16,Oct-16,4,October,October,"I have seen green grass before , a temple in marble standing around in the only clean place this country can offer , the only half an hour that I have not been harassed , chased , looked , a target for more money , honked and so on , Worth 20 dollars just to get way of the craziness of India . That marble thingy is just another construction more . I wish this country has more common sense than temples . A shame for the human kind .",,,,15,"Cali, Colombia",Colombia,Glochelos
Taj_NEG_84,29-Sep-16,Jun-16,3,September,June,"would not go there another time . It looks nice , it is history is great but it misses the wow-factor . .",,,,5,"Rotterdam, The Netherlands",The Netherlands,S W
Taj_NEG_85,28-Sep-16,Sep-16,2,September,September,"The surroundings of this wonder of the world is really bad , you have to dribble yourself through troublesome guides , horsecart people , auto rickshaws and so much dust and dirt , that when you reach inside to view the actual Taj mahal , the awe is just not enough . Had a very bad experience .",,,,8,"Gurugram (Gurgaon), India",India,ishmeet82
Taj_NEG_86,13-Sep-16,Feb-16,10,September,February,"Obviously a fantastic building . No question about that at all . However , what a let down ! We were encouraged to see it early in the morning light but I suspect this was to ensure more visitors got in . Certainly there was no advantage as far as the quality of light was concerned . The problem lies in the pollution which Agra suffers from . The result is that you view this iconic building through a haze of smog - scarcely the romantic image you have taken from so many earlier photographs . In addition , comments regarding the poverty apparent to the rear of the Taj Mahal proved less accurate - my angst was more to do with the rubbish and other detritus that had been allowed to accumulate . All this might have been excusable when India was impoverished , but as a proud , independent , democratic - and relatively well off country - it should get its act together and sort these problems out ! Not , incidentally , by simply forcing local residents to move .",,,,185,"London, United Kingdom",United Kingdom,Andrew S
Taj_NEG_87,11-Sep-16,Sep-16,6,September,September,"What you do not know on arrival in carpark , as part of the Rps1000 ticket you get a trip to and from the carpark in a motorised taxi . We hot harrased but supposefly official guides , then various horse and bicycle taxi drivers . Finally getting to the entrans we get an real guide for the Taj . The harrsment did not stop , we finally got upset and walked back to the carpark in heat and 100 % humidity . Been there , done that , never again . Our worst experience in India .",,,,27,"Cape Town Central, South Africa",Paraguay,Ushandra
Taj_NEG_88,5-Sep-16,Jul-16,7,September,July,"We are a family of five , with only one child under 15 and so it would have cost us 4000 rupees ( 60 euro ) to visit the Taj Mahal , compared to 40 rps for an Indian . As a result , there was a snaking queue of national tourists , and not a soul at the foreigners ticket office . We came across this tourist rate issue so many times in India , that time and again we found ourselves deciding it was just too much to pay . At other sites , the student rate for foreign tourists was denied to our children ( all under 18 ) because we did not have an official card to prove that they were still at school ( obligatory at their ages in our country ) . Highly frustrating . One reason we went to India was to enjoy a relatively cheap trip . We are not a rich family , even compared to some Indians , and found this foreign ticket policy left us with a frustrated , bitter taste that tainted our view of India .",,,,9,"Cannes, France",France,FrenchFannyMarie
Taj_NEG_89,25-Aug-16,Jul-16,8,August,July,"I have expected so much more from all the history I read and pictures I had seen . What was the disappointment when you arrive and you see that it is actually less appealing than expected . Also it is rather hard to get to it as the cars are not allowed next to it , and need to leave a car far away and wait for the free shuttle which is not always available and crowded . The security at the entrance is very strict and does not allow bags , cigarettes , matches , or anything else , but camera or phone only . Do not forget to pick up complimentary water and covers for the shoes which are mandatory when you get on the marble . Inside is terribly hot , humid , dark and noisy . There are signs to keep it low , but the staff who works there blow the whistles hard to push the people move . Overall , can be visited to tick the box in your bucket list , but get prepared for some disappointment too .",,,,114,"New York City, New York",United States of America,globajetset
Taj_NEG_31,2-Feb-18,Feb-18,2,February,February,"Well i guess it is a must see but in my opinion it is quite overrated . You are pushed through the building so quickly , you barely have the time to look .",,,,39,"Rotterdam, The Netherlands",The Netherlands,NMN0102
Taj_NEG_32,1-Feb-18,Jan-18,4,February,January,"The most disappointing place in India . While the architecture is amaising , the place is poorly maintained and very very crowded . Although everyone in India will recommend you to visit it , the experiece will not meet your expectations . The only good thing is that having to pay the 1000 rupees foreign ticket , which is 250 times more expensive then the 40 rupees regular ticket , you will be allowed to pass those 3 hour ques at the entrance and at the palace .",,,,14,none,none,Stefan N
